# Distance / pm;  Density / nm^(-1);  Integral
46.66666667;  0.3574261696;  2.000000000
60.00000000;  0.000000000;  2.000000000
73.33333333;  0.000000000;  2.000000000
86.66666667;  0.000000000;  2.000000000
100.0000000;  0.000000000;  2.000000000
113.3333333;  0.000000000;  2.000000000
126.6666667;  0.000000000;  2.000000000
140.0000000;  0.000000000;  2.000000000
153.3333333;  0.5978723998;  2.007971632
166.6666667;  0.1521276002;  2.010000000
180.0000000;  0.4572985678;  2.016097314
193.3333333;  1.933545174;  2.041877917
206.6666667;  1.791790349;  2.065768455
220.0000000;  0.4729918389;  2.072075012
233.3333333;  1.408138583;  2.090850193
246.6666667;  3.022367182;  2.131148423
260.0000000;  0.8210113207;  2.142095240
273.3333333;  2.437021655;  2.174588862
286.6666667;  2.033345842;  2.201700140
300.0000000;  1.372489489;  2.220000000
313.3333333;  0.6456988304;  2.228609318
326.6666667;  0.6455751197;  2.237216986
340.0000000;  0.9587260499;  2.250000000
353.3333333;  0.6433604224;  2.258578139
366.6666667;  0.1066395776;  2.260000000
380.0000000;  0.1910824948;  2.262547767
393.3333333;  0.5589175052;  2.270000000
406.6666667;  0.06346370670;  2.270846183
420.0000000;  0.7483325177;  2.280823950
433.3333333;  1.481642237;  2.300579179
446.6666667;  1.398356308;  2.319223930
460.0000000;  3.668171129;  2.368132879
473.3333333;  3.184934119;  2.410598667
486.6666667;  2.502697474;  2.443967967
500.0000000;  2.808771521;  2.481418253
513.3333333;  2.219006261;  2.511005004
526.6666667;  6.463509553;  2.597185131
540.0000000;  7.925164546;  2.702853992
553.3333333;  8.129502621;  2.811247360
566.6666667;  5.407433531;  2.883346474
580.0000000;  8.721800174;  2.999637143
593.3333333;  7.839169476;  3.104159402
606.6666667;  5.977348981;  3.183857389
620.0000000;  7.734943988;  3.286989975
633.3333333;  7.875703395;  3.391999354
646.6666667;  6.370961628;  3.476945509
660.0000000;  5.182945228;  3.546051445
673.3333333;  6.066392883;  3.626936684
686.6666667;  5.460017673;  3.699736919
700.0000000;  6.652302845;  3.788434291
713.3333333;  4.898563182;  3.853748466
726.6666667;  8.305126158;  3.964483482
740.0000000;  14.40079059;  4.156494023
753.3333333;  14.18457618;  4.345621705
766.6666667;  11.99262958;  4.505523433
780.0000000;  9.854811502;  4.636920920
793.3333333;  5.809140133;  4.714376122
806.6666667;  3.410070041;  4.759843722
820.0000000;  2.125403122;  4.788182430
833.3333333;  3.014076790;  4.828370121
846.6666667;  1.398678697;  4.847019170
860.0000000;  3.110882618;  4.888497605
873.3333333;  4.075165220;  4.942833141
886.6666667;  3.404670373;  4.988228746
900.0000000;  0.8828440239;  5.000000000
913.3333333;  0.000000000;  5.000000000
926.6666667;  0.000000000;  5.000000000
940.0000000;  0.000000000;  5.000000000
953.3333333;  0.000000000;  5.000000000
966.6666667;  0.000000000;  5.000000000
980.0000000;  0.000000000;  5.000000000
993.3333333;  0.000000000;  5.000000000
1006.666667;  0.000000000;  5.000000000
1020.000000;  0.000000000;  5.000000000
1033.333333;  0.000000000;  5.000000000
1046.666667;  0.000000000;  5.000000000
1060.000000;  0.000000000;  5.000000000
1073.333333;  0.000000000;  5.000000000
1086.666667;  0.000000000;  5.000000000
1100.000000;  0.000000000;  5.000000000
1113.333333;  0.000000000;  5.000000000
1126.666667;  0.000000000;  5.000000000
1140.000000;  0.000000000;  5.000000000
1153.333333;  0.000000000;  5.000000000
1166.666667;  0.000000000;  5.000000000
1180.000000;  0.000000000;  5.000000000
1193.333333;  0.000000000;  5.000000000
1206.666667;  0.000000000;  5.000000000
1220.000000;  0.000000000;  5.000000000
1233.333333;  0.000000000;  5.000000000
1246.666667;  0.000000000;  5.000000000
1260.000000;  0.000000000;  5.000000000
1273.333333;  0.000000000;  5.000000000
1286.666667;  0.000000000;  5.000000000
1300.000000;  0.000000000;  5.000000000
1313.333333;  0.000000000;  5.000000000
1326.666667;  0.000000000;  5.000000000
1340.000000;  0.000000000;  5.000000000
1353.333333;  0.000000000;  5.000000000
1366.666667;  0.000000000;  5.000000000
1380.000000;  0.000000000;  5.000000000
1393.333333;  0.000000000;  5.000000000
1406.666667;  0.000000000;  5.000000000
1420.000000;  0.000000000;  5.000000000
1433.333333;  0.000000000;  5.000000000
1446.666667;  0.000000000;  5.000000000
1460.000000;  0.000000000;  5.000000000
1473.333333;  0.000000000;  5.000000000
1486.666667;  0.000000000;  5.000000000
1500.000000;  0.000000000;  5.000000000
1513.333333;  0.000000000;  5.000000000
1526.666667;  0.000000000;  5.000000000
1540.000000;  0.000000000;  5.000000000
1553.333333;  0.000000000;  5.000000000
1566.666667;  0.000000000;  5.000000000
1580.000000;  0.000000000;  5.000000000
1593.333333;  0.000000000;  5.000000000
1606.666667;  0.000000000;  5.000000000
1620.000000;  0.000000000;  5.000000000
1633.333333;  0.000000000;  5.000000000
1646.666667;  0.000000000;  5.000000000
1660.000000;  0.000000000;  5.000000000
1673.333333;  0.000000000;  5.000000000
1686.666667;  0.000000000;  5.000000000
1700.000000;  0.000000000;  5.000000000
1713.333333;  0.000000000;  5.000000000
1726.666667;  0.000000000;  5.000000000
1740.000000;  0.000000000;  5.000000000
1753.333333;  0.000000000;  5.000000000
1766.666667;  0.000000000;  5.000000000
1780.000000;  0.000000000;  5.000000000
1793.333333;  0.000000000;  5.000000000
1806.666667;  0.000000000;  5.000000000
1820.000000;  0.000000000;  5.000000000
1833.333333;  0.000000000;  5.000000000
1846.666667;  0.000000000;  5.000000000
1860.000000;  0.000000000;  5.000000000
1873.333333;  0.000000000;  5.000000000
1886.666667;  0.000000000;  5.000000000
1900.000000;  0.000000000;  5.000000000
1913.333333;  0.000000000;  5.000000000
1926.666667;  0.000000000;  5.000000000
1940.000000;  0.000000000;  5.000000000
1953.333333;  0.000000000;  5.000000000
1966.666667;  0.000000000;  5.000000000
1980.000000;  0.000000000;  5.000000000
1993.333333;  0.000000000;  5.000000000
