Generated with Brickcode 

     657 atoms 
      13 atom types 
 
    0.000000    13.470400 xlo xhi 
    0.000000    12.419042 ylo yhi 
    0.000000    47.987367 zlo zhi 
    0.000000     0.000000     0.000000 xy xz yz 
 
Masses 
 
1 40.08  #Ca_1  
2 40.08  #Ca_2  
3 28.10  #Si_1 
4 28.10  #Si_2 
5 15.79  #O_Ca 
6 15.79  #O_Si 
7 15.79  #O 
8 15.79  #Ow 
9 15.79  #Oh 
10 1.00  #Hw 
11 1.00  #H 
12 65.38  #Zn 
13 54.94  #Mn 
14 22.99  #Na 
15 35.45  #Cl 
 
Atoms 
 
       1        1        0     4.070721     2.594392     8.116337
       2        1        0     2.117152     5.717781     8.118016
       3        1        0     0.703196     2.594355    42.110020
       4        1        0    10.805921     2.594392     8.116337
       5        1        0     4.152799     2.613021    40.136968
       6        1        0     2.035073     5.699153    40.138647
       7        1        0     8.852352     5.717781     8.118016
       8        1        0     6.734626     8.803913     8.116337
       9        1        0     7.438396     2.594355    42.110020
      10        1        0     0.081504     8.822542    40.136968
      11        1        0     4.781057    11.927302     8.118016
      12        1        0     0.785274     2.612984     6.143284
      13        1        0     5.484827     5.717744    42.111699
      14        1        0     3.367101     8.803876    42.110020
      15        1        0     1.413532    11.927265    42.111699
      16        1        0    10.887999     2.613021    40.136968
      17        1        0     8.770273     5.699153    40.138647
      18        1        0    13.469826     8.803913     8.116337
      19        1        0     6.816704     8.822542    40.136968
      20        1        0     4.698978    11.908674    40.138647
      21        1        0    11.516257    11.927302     8.118016
      22        1        0     7.520474     2.612984     6.143284
      23        1        0     5.402748     5.699116     6.144963
      24        1        0    12.220027     5.717744    42.111699
      25        1        0    10.102301     8.803876    42.110020
      26        1        0     3.449179     8.822505     6.143284
      27        1        0     1.331453    11.908637     6.144963
      28        1        0     8.148732    11.927265    42.111699
      29        1        0    11.434178    11.908674    40.138647
      30        1        0    12.137948     5.699116     6.144963
      31        1        0    10.184379     8.822505     6.143284
      32        1        0     8.066653    11.908637     6.144963
      33        2        0     7.990852     0.847705    36.421896
      34        2        0     6.077745     6.128231    34.182908
      35        2        0     3.919557     7.057226    36.421896
      36        2        0     4.623327     0.847668     2.428212
      37        2        0     4.428473     1.094250    45.279456
      38        2        0     2.402320     3.739597     2.990485
      39        2        0     0.552032     7.057189     2.428212
      40        2        0    12.617499     3.704097    11.803980
      41        2        0    12.732105     1.717049    12.223791
      42        2        0     8.546204     9.913618    11.803980
      43        2        0     6.474810    10.577765    36.043450
      44        2        0     7.178580     4.368207     2.049767
      45        2        0     5.066225     9.949118     2.990485
      46        2        0    13.210010    10.577765    36.043450
      47        3        0     0.596965     2.817934     9.226042
      48        3        0     0.949458     2.352221    39.031744
      49        3        0     7.332165     2.817934     9.226042
      50        3        0     7.684658     2.352221    39.031744
      51        3        0     5.296517     5.922695    39.028944
      52        3        0     5.649011     5.456981     9.223243
      53        3        0     3.260870     9.027455     9.226042
      54        3        0     3.964640     2.817897    43.219725
      55        3        0     3.613363     8.561742    39.031744
      56        3        0     1.225222    12.132216    39.028944
      57        3        0     1.577716    11.666502     9.223243
      58        3        0     4.317133     2.352184     5.038060
      59        3        0     1.928992     5.922658     5.035260
      60        3        0     2.281486     5.456944    43.216926
      61        3        0     0.245838     8.561705     5.038060
      62        3        0    12.031717     5.922695    39.028944
      63        3        0    12.384211     5.456981     9.223243
      64        3        0     9.996070     9.027455     9.226042
      65        3        0    10.699840     2.817897    43.219725
      66        3        0    10.348563     8.561742    39.031744
      67        3        0     7.960422    12.132216    39.028944
      68        3        0     8.312916    11.666502     9.223243
      69        3        0    11.052333     2.352184     5.038060
      70        3        0     8.664192     5.922658     5.035260
      71        3        0     9.016686     5.456944    43.216926
      72        3        0     6.628545     9.027418    43.219725
      73        3        0     6.981038     8.561705     5.038060
      74        3        0     4.592897    12.132179     5.035260
      75        3        0     4.945391    11.666465    43.216926
      76        3        0    13.363745     9.027418    43.219725
      77        3        0    11.328097    12.132179     5.035260
      78        3        0    11.680591    11.666465    43.216926
      79        4        0     2.479759     1.507726    11.213155
      80        4        0     9.214959     1.507726    11.213155
      81        4        0     5.143664     7.717247    11.213155
      82        4        0     1.776139     7.717210    45.206838
      83        4        0     9.843217    10.822007    37.041832
      84        4        0    13.210892    10.821970     3.048148
      85        5        0     3.949051     0.161502    39.920625
      86        5        0     3.795935     0.291281     8.332402
      87        5        0     1.913404     3.266262     8.334360
      88        5        0     1.760288     3.396041    39.922584
      89        5        0     0.581526     0.161465     5.926941
      90        5        0     0.428410     0.291244    42.326085
      91        5        0    10.684251     0.161502    39.920625
      92        5        0    10.531135     0.291281     8.332402
      93        5        0     6.260280     1.967851     8.340797
      94        5        0     8.648604     3.266262     8.334360
      95        5        0     6.467745     1.825033    39.908590
      96        5        0     8.495488     3.396041    39.922584
      97        5        0     4.224632     5.072612    39.914188
      98        5        0     6.612956     6.371023    39.920625
      99        5        0     6.459840     6.500802     8.332402
     100        5        0     4.432097     4.929793     8.346394
     101        5        0     2.188985     8.177372     8.340797
     102        5        0     4.577309     9.475783     8.334360
     103        5        0     7.316726     0.161465     5.926941
     104        5        0     7.163610     0.291244    42.326085
     105        5        0     2.892755     1.967814    42.334480
     106        5        0     5.281079     3.266225    42.328043
     107        5        0     2.396450     8.034554    39.908590
     108        5        0     4.424193     9.605562    39.922584
     109        5        0     0.153337    11.282133    39.914188
     110        5        0     0.360802    11.139314     8.346394
     111        5        0     3.100220     1.824996     5.914906
     112        5        0     5.127963     3.396004     5.928900
     113        5        0     0.857107     5.072575     5.920504
     114        5        0     3.245431     6.370986     5.926941
     115        5        0     3.092315     6.500765    42.326085
     116        5        0     1.064572     4.929756    42.340077
     117        5        0     1.209784     9.475746    42.328043
     118        5        0     1.056668     9.605525     5.928900
     119        5        0    12.995480     1.967851     8.340797
     120        5        0    13.202945     1.825033    39.908590
     121        5        0    10.959832     5.072612    39.914188
     122        5        0    13.348156     6.371023    39.920625
     123        5        0    13.195040     6.500802     8.332402
     124        5        0    11.167297     4.929793     8.346394
     125        5        0     8.924185     8.177372     8.340797
     126        5        0    11.312509     9.475783     8.334360
     127        5        0     9.627955     1.967814    42.334480
     128        5        0    12.016279     3.266225    42.328043
     129        5        0     9.131650     8.034554    39.908590
     130        5        0    11.159393     9.605562    39.922584
     131        5        0     6.888537    11.282133    39.914188
     132        5        0     7.096002    11.139314     8.346394
     133        5        0     9.835420     1.824996     5.914906
     134        5        0    11.863163     3.396004     5.928900
     135        5        0     7.592307     5.072575     5.920504
     136        5        0     9.980631     6.370986     5.926941
     137        5        0     9.827515     6.500765    42.326085
     138        5        0     7.799772     4.929756    42.340077
     139        5        0     5.556660     8.177335    42.334480
     140        5        0     7.944984     9.475746    42.328043
     141        5        0     5.764125     8.034517     5.914906
     142        5        0     7.791868     9.605525     5.928900
     143        5        0     3.521012    11.282096     5.920504
     144        5        0     3.728477    11.139277    42.340077
     145        5        0    12.291860     8.177335    42.334480
     146        5        0    12.499325     8.034517     5.914906
     147        5        0    10.256212    11.282096     5.920504
